date_,adj close_craftsman.ns,close_craftsman.ns,high_craftsman.ns,low_craftsman.ns,open_craftsman.ns,volume_craftsman.ns
2024-01-16,4999.37255859375,5016.39990234375,5100.0,4962.25,5000.2998046875,23847
2024-01-17,4806.330078125,4822.7001953125,5029.7998046875,4790.0,4970.0498046875,39544
2024-01-18,4682.6015625,4698.5498046875,4886.0,4655.0498046875,4846.75,47651
2024-01-19,4650.7099609375,4666.5498046875,4794.0,4648.5,4738.60009765625,35910
2024-01-23,4668.8486328125,4684.75,4836.0,4652.25,4813.4501953125,38419
2024-01-24,4762.1806640625,4778.39990234375,4800.5,4674.5498046875,4799.7998046875,24881
2024-01-25,4732.88037109375,4749.0,4800.0,4663.25,4800.0,29326
2024-01-29,4657.63671875,4673.5,4870.0,4640.0,4749.0,133615
2024-01-30,4499.724609375,4515.0498046875,4731.0,4500.0,4697.0,98465
2024-01-31,4361.4453125,4376.2998046875,4548.0,4341.0498046875,4548.0,180506
2024-02-01,4310.0703125,4324.75,4581.0,4292.2001953125,4377.0,120972
2024-02-02,4238.66357421875,4253.10009765625,4390.7998046875,4235.0,4359.9501953125,83177
2024-02-05,4160.92822265625,4175.10009765625,4314.75,4103.5,4254.0,51763
2024-02-06,4116.72900390625,4130.75,4238.25,4111.0,4188.64990234375,64172
2024-02-07,4168.55224609375,4182.75,4296.64990234375,4141.0498046875,4189.89990234375,65576
2024-02-08,4052.896484375,4066.699951171875,4199.14990234375,4042.0,4185.4501953125,78725
2024-02-09,4142.93994140625,4157.0498046875,4189.7001953125,4028.050048828125,4067.0,26710
2024-02-12,4107.01220703125,4121.0,4250.64990234375,4102.7001953125,4180.0,45539
2024-02-13,4176.625,4190.85009765625,4223.39990234375,4068.0,4141.60009765625,46227
2024-02-14,4219.77783203125,4234.14990234375,4245.0,4105.39990234375,4190.85009765625,21389
2024-02-15,4255.60595703125,4270.10009765625,4311.9501953125,4235.0,4254.0,23965
2024-02-16,4299.05810546875,4313.7001953125,4388.7998046875,4242.5498046875,4270.0,91594
2024-02-19,4317.146484375,4331.85009765625,4377.0,4308.0,4349.89990234375,19509
2024-02-20,4438.13427734375,4453.25,4493.89990234375,4326.25,4344.89990234375,65268
2024-02-21,4392.93798828125,4407.89990234375,4525.0,4390.0,4525.0,24298
2024-02-22,4335.48388671875,4350.25,4450.85009765625,4340.0,4447.89990234375,16944
2024-02-23,4333.19189453125,4347.9501953125,4367.4501953125,4300.25,4340.0,13906
2024-02-26,4318.791015625,4333.5,4398.0,4294.0,4331.0,16525
2024-02-27,4249.52685546875,4264.0,4385.0,4252.0,4350.0,44229
2024-02-28,4239.0625,4253.5,4324.9501953125,4225.0498046875,4257.0,17313
2024-02-29,4174.6318359375,4188.85009765625,4275.0,4160.0,4260.0,25274
2024-03-01,4275.48828125,4290.0498046875,4324.0,4230.10009765625,4274.9501953125,25481
2024-03-04,4224.86083984375,4239.25,4319.9501953125,4204.0,4305.2998046875,17140
2024-03-05,4114.53662109375,4128.5498046875,4239.7998046875,4090.050048828125,4199.2001953125,57340
2024-03-06,4151.8095703125,4165.9501953125,4200.0,4056.10009765625,4151.0,44331
2024-03-07,4117.02783203125,4131.0498046875,4150.9501953125,4085.0,4110.0,30808
2024-03-11,4015.772705078125,4029.449951171875,4168.39990234375,4020.0,4131.10009765625,32207
2024-03-12,3989.013916015625,4002.60009765625,4115.9501953125,3986.0,4065.050048828125,31161
2024-03-13,3838.3271484375,3851.39990234375,4030.449951171875,3793.64990234375,4029.949951171875,96254
2024-03-14,3911.22900390625,3924.550048828125,3980.0,3801.0,3825.0,46578
2024-03-15,4019.41064453125,4033.10009765625,4050.0,3897.14990234375,3954.0,30039
2024-03-18,3899.0205078125,3912.300048828125,4033.89990234375,3875.0,4033.10009765625,33359
2024-03-19,3824.075927734375,3837.10009765625,3949.0,3813.25,3944.0,28229
2024-03-20,3831.201416015625,3844.25,3865.300048828125,3782.050048828125,3830.0,73471
2024-03-21,3958.866943359375,3972.35009765625,4034.050048828125,3850.0,3863.449951171875,79963
2024-03-22,4135.46484375,4149.5498046875,4160.0,3964.800048828125,3988.949951171875,64305
2024-03-26,4157.888671875,4172.0498046875,4212.9501953125,4088.0,4199.9501953125,44943
2024-03-27,4317.79443359375,4332.5,4370.0,4141.0,4176.5498046875,52734
2024-03-28,4300.25390625,4314.89990234375,4447.0,4283.0,4381.0,41032
2024-04-01,4349.78515625,4364.60009765625,4425.0,4319.0,4379.5498046875,18335
2024-04-02,4335.8330078125,4350.60009765625,4397.75,4307.5498046875,4373.75,38858
2024-04-03,4399.06689453125,4414.0498046875,4474.7001953125,4337.25,4350.60009765625,24619
2024-04-04,4470.2744140625,4485.5,4565.0,4450.0,4488.0,35677
2024-04-05,4363.58837890625,4378.4501953125,4533.14990234375,4355.0,4479.0,39898
2024-04-08,4455.37548828125,4470.5498046875,4524.0,4390.0498046875,4390.0498046875,22431
2024-04-09,4354.12060546875,4368.9501953125,4498.0,4343.75,4485.0,51179
2024-04-10,4400.41259765625,4415.39990234375,4467.89990234375,4372.5498046875,4380.0,27201
2024-04-12,4446.00732421875,4461.14990234375,4540.0,4444.14990234375,4444.14990234375,36882
2024-04-15,4308.77490234375,4323.4501953125,4534.60009765625,4294.0498046875,4383.25,55529
2024-04-16,4264.97412109375,4279.5,4404.9501953125,4267.0,4374.7998046875,25467
2024-04-18,4332.54345703125,4347.2998046875,4397.9501953125,4279.5,4350.0,18612
2024-04-19,4300.00439453125,4314.64990234375,4349.0,4260.0,4315.9501953125,21647
2024-04-22,4248.52978515625,4263.0,4375.0,4250.0,4375.0,28359
2024-04-23,4288.294921875,4302.89990234375,4383.9501953125,4272.7998046875,4305.60009765625,22355
2024-04-24,4589.2197265625,4604.85009765625,4648.9501953125,4328.0,4350.0,138438
2024-04-25,4576.16455078125,4591.75,4754.7001953125,4570.0,4660.2998046875,103322
2024-04-26,4668.69921875,4684.60009765625,4720.25,4621.75,4678.7001953125,47775
2024-04-29,4408.4853515625,4423.5,4505.0,4368.10009765625,4484.60009765625,157942
2024-04-30,4411.37548828125,4426.39990234375,4465.39990234375,4360.10009765625,4418.25,47056
2024-05-02,4420.494140625,4435.5498046875,4475.0,4401.0498046875,4460.0,21629
2024-05-03,4374.3515625,4389.25,4470.0,4334.7998046875,4470.0,43645
2024-05-06,4314.55517578125,4329.25,4430.0,4300.0,4425.0,47657
2024-05-07,4289.24169921875,4303.85009765625,4391.9501953125,4290.0,4334.9501953125,33082
2024-05-08,4292.87939453125,4307.5,4380.0,4261.39990234375,4300.0,20151
2024-05-09,4287.54736328125,4302.14990234375,4379.75,4290.0,4325.0,16877
2024-05-10,4286.25146484375,4300.85009765625,4340.0,4281.2001953125,4320.0,29079
2024-05-13,4310.71826171875,4325.39990234375,4365.0,4272.10009765625,4300.9501953125,16905
2024-05-14,4329.005859375,4343.75,4430.7001953125,4317.0,4370.0,21713
2024-05-15,4357.359375,4372.2001953125,4473.0,4339.5,4350.4501953125,27113
2024-05-16,4389.400390625,4404.35009765625,4430.0,4346.0,4399.0,15905
2024-05-17,4433.46337890625,4437.2001953125,4451.0,4378.0,4410.0,23135
2024-05-21,4380.5576171875,4384.25,4487.39990234375,4370.0,4447.0,31234
2024-05-22,4301.57470703125,4305.2001953125,4432.0498046875,4294.0498046875,4384.25,111365
2024-05-23,4292.681640625,4296.2998046875,4354.9501953125,4289.0,4330.0,79521
2024-05-24,4425.419921875,4429.14990234375,4464.0,4285.0,4297.0,59355
2024-05-27,4361.77392578125,4365.4501953125,4454.9501953125,4330.0,4450.0,28600
2024-05-28,4252.765625,4256.35009765625,4400.0,4223.9501953125,4342.0,48239
2024-05-29,4186.8212890625,4190.35009765625,4256.35009765625,4165.0,4256.35009765625,49365
2024-05-30,4193.11572265625,4196.64990234375,4240.10009765625,4111.0,4220.0,24074
2024-05-31,4227.53662109375,4231.10009765625,4259.0,4127.0,4212.0,27892
2024-06-03,4277.8447265625,4281.4501953125,4320.0,4202.0498046875,4284.9501953125,34207
2024-06-04,4154.64794921875,4158.14990234375,4300.0,4100.0,4300.0,125334
2024-06-05,4186.021484375,4189.5498046875,4233.39990234375,4080.199951171875,4158.14990234375,123823
2024-06-06,4295.57958984375,4299.2001953125,4328.0,4192.0,4192.0,52353
2024-06-07,4367.7685546875,4371.4501953125,4390.0,4282.0,4330.2001953125,29727
2024-06-10,4435.6611328125,4439.39990234375,4460.0,4370.0498046875,4410.0,30237
2024-06-11,4414.279296875,4418.0,4476.2998046875,4382.0,4453.2001953125,33152
2024-06-12,4390.099609375,4393.7998046875,4440.0,4342.10009765625,4415.0,35596
2024-06-13,4413.8798828125,4417.60009765625,4450.0,4400.0,4400.0,22261
2024-06-14,4709.130859375,4713.10009765625,4755.39990234375,4399.0,4399.0,384889
2024-06-18,4764.2841796875,4768.2998046875,4812.2001953125,4659.60009765625,4800.0,116996
2024-06-19,4886.38134765625,4890.5,4984.0,4770.75,4840.0,218616
2024-06-20,4841.46923828125,4845.5498046875,4950.0,4800.0,4939.9501953125,98578
2024-06-21,4840.52001953125,4844.60009765625,5004.0,4825.5498046875,4850.10009765625,96663
2024-06-24,4826.681640625,4830.75,4950.0,4804.39990234375,4841.60009765625,45731
2024-06-25,5459.1982421875,5463.7998046875,5690.0,4859.0,4949.0,1803473
2024-06-26,5481.1796875,5485.7998046875,5607.39990234375,5181.64990234375,5344.89990234375,450904
2024-06-27,5453.95263671875,5458.5498046875,5485.0,5386.5498046875,5484.2001953125,268559
2024-06-28,5536.8828125,5541.5498046875,5667.75,5358.9501953125,5358.9501953125,190965
2024-07-01,5571.30419921875,5576.0,5627.9501953125,5500.0,5604.9501953125,71915
2024-07-02,5690.50341796875,5695.2998046875,5791.2001953125,5515.0,5576.0,178597
2024-07-03,5759.595703125,5764.4501953125,5840.0,5685.0,5767.7001953125,100401
2024-07-04,5696.04931640625,5700.85009765625,5799.0,5634.89990234375,5799.0,60543
2024-07-05,5676.8154296875,5681.60009765625,5765.7001953125,5635.0,5690.0,31373
2024-07-08,5524.09375,5528.75,5730.89990234375,5501.75,5681.60009765625,35879
2024-07-09,5423.52880859375,5428.10009765625,5534.89990234375,5350.0,5526.0,52409
2024-07-10,5290.14111328125,5294.60009765625,5428.10009765625,5202.0,5428.0,41381
2024-07-11,5363.92919921875,5368.4501953125,5487.4501953125,5250.7001953125,5294.60009765625,78004
2024-07-12,5246.9775390625,5251.39990234375,5379.35009765625,5200.0,5350.0,39210
2024-07-15,5251.1240234375,5255.5498046875,5323.9501953125,5150.0,5275.9501953125,50102
2024-07-16,5336.30224609375,5340.7998046875,5372.5498046875,5242.35009765625,5289.0,35145
2024-07-18,5197.06982421875,5201.4501953125,5372.0,5178.75,5370.0,28048
2024-07-19,5098.45263671875,5102.75,5249.0,5070.35009765625,5230.0,25957
2024-07-22,5269.908203125,5274.35009765625,5324.0,5010.0,5010.0,34301
2024-07-23,5234.23828125,5238.64990234375,5317.9501953125,5006.5,5275.0,33037
2024-07-24,5308.775390625,5313.25,5355.0,5210.0,5284.0,29510
2024-07-25,5203.1640625,5207.5498046875,5250.4501953125,4997.9501953125,5100.0,100853
2024-07-26,5319.36669921875,5323.85009765625,5340.0,5170.0,5190.0,55794
2024-07-29,5347.74267578125,5352.25,5410.0,5292.10009765625,5325.0,19850
2024-07-30,5495.0185546875,5499.64990234375,5530.5,5326.10009765625,5399.0,36178
2024-07-31,5584.79296875,5589.5,5686.0,5460.0,5500.0,87367
2024-08-01,5539.630859375,5544.2998046875,5637.89990234375,5469.35009765625,5594.9501953125,36143
2024-08-02,5344.095703125,5348.60009765625,5487.9501953125,5321.2998046875,5480.0,49440
2024-08-05,5178.63525390625,5183.0,5299.0,5091.0498046875,5286.0,35398
2024-08-06,5173.7392578125,5178.10009765625,5346.85009765625,5126.60009765625,5200.0,80590
2024-08-07,5195.4208984375,5199.7998046875,5289.85009765625,5180.0,5267.0498046875,19860
2024-08-08,5269.55859375,5274.0,5335.0,5199.7998046875,5251.60009765625,49446
2024-08-09,5265.8115234375,5270.25,5366.39990234375,5240.0,5275.0,27837
2024-08-12,5364.5283203125,5369.0498046875,5445.0,5200.0,5240.0,102577
2024-08-13,5361.08154296875,5365.60009765625,5519.9501953125,5333.5,5440.0,22921
2024-08-14,5347.642578125,5352.14990234375,5417.9501953125,5256.10009765625,5372.5498046875,20423
2024-08-16,5426.07666015625,5430.64990234375,5524.39990234375,5291.4501953125,5395.0,75395
2024-08-19,5420.5810546875,5425.14990234375,5488.60009765625,5400.0,5470.0,9698
2024-08-20,5559.2646484375,5563.9501953125,5614.5,5360.0,5479.9501953125,50126
2024-08-21,5571.95361328125,5576.64990234375,5699.89990234375,5520.35009765625,5604.0498046875,38361
2024-08-22,5572.203125,5576.89990234375,5679.7001953125,5507.14990234375,5577.0,24767
2024-08-23,5886.58837890625,5891.5498046875,6030.0,5568.64990234375,5585.0,110433
2024-08-26,6258.47509765625,6263.75,6679.64990234375,6015.0,6109.9501953125,770596
2024-08-27,6236.3935546875,6241.64990234375,6356.4501953125,6175.0,6245.0498046875,68734
2024-08-28,6150.76611328125,6155.9501953125,6291.7001953125,6044.5,6148.0498046875,68246
2024-08-29,6037.31103515625,6042.39990234375,6150.14990234375,5958.60009765625,6065.0498046875,41955
2024-08-30,6033.814453125,6038.89990234375,6161.60009765625,5972.9501953125,6045.0,55646
2024-09-02,5870.40234375,5875.35009765625,6152.89990234375,5833.0,6124.35009765625,39500
2024-09-03,5829.88623046875,5834.7998046875,5937.7998046875,5802.5,5850.0,29679
2024-09-04,6014.48046875,6019.5498046875,6095.2998046875,5785.0,5840.0,78194
2024-09-05,6357.091796875,6362.4501953125,6442.0,6083.75,6083.7998046875,297838
2024-09-06,6245.73583984375,6251.0,6567.5498046875,6211.60009765625,6354.7001953125,138924
2024-09-09,6029.56787109375,6034.64990234375,6299.7001953125,5981.39990234375,6299.7001953125,42814
2024-09-10,5927.50390625,5932.5,6153.5,5901.5,6051.89990234375,52599
2024-09-11,5949.38525390625,5954.39990234375,6031.9501953125,5924.0498046875,5971.9501953125,89182
2024-09-12,6107.302734375,6112.4501953125,6149.9501953125,5980.0,6043.7001953125,40221
2024-09-13,6326.66748046875,6332.0,6423.89990234375,6090.0,6178.2998046875,50149
2024-09-16,6404.501953125,6409.89990234375,6450.0,6235.0,6345.0,38723
2024-09-17,6397.5078125,6402.89990234375,6677.85009765625,6229.0498046875,6441.4501953125,78080
2024-09-18,6394.11083984375,6399.5,6500.0,6280.7998046875,6486.35009765625,30076
2024-09-19,6132.8310546875,6138.0,6445.0,6103.0,6407.39990234375,42474
2024-09-20,6372.5791015625,6377.9501953125,6515.0,6145.0,6149.9501953125,119012
2024-09-23,6475.1923828125,6480.64990234375,6515.0,6282.25,6400.0,37525
2024-09-24,6497.8232421875,6503.2998046875,6627.10009765625,6415.60009765625,6480.64990234375,45093
2024-09-25,6598.98779296875,6604.5498046875,7121.25,6312.25,6544.2998046875,705129
2024-09-26,6582.35205078125,6587.89990234375,6830.4501953125,6550.0,6600.10009765625,123920
2024-09-27,6391.11328125,6396.5,6678.5498046875,6352.7998046875,6551.14990234375,43624
2024-09-30,6469.1474609375,6474.60009765625,6529.0,6313.0,6396.5,46919
2024-10-01,6508.46435546875,6513.9501953125,6618.9501953125,6403.5,6473.25,39436
2024-10-03,6322.52099609375,6327.85009765625,6610.0,6255.0498046875,6400.0,43617
2024-10-04,6411.69580078125,6417.10009765625,6510.0,6132.2001953125,6310.0,43606
2024-10-07,6055.59619140625,6060.7001953125,6435.0498046875,6012.9501953125,6390.0,41949
2024-10-08,6194.4287109375,6199.64990234375,6260.89990234375,5932.2001953125,6045.0,28512
2024-10-09,6211.01513671875,6216.25,6374.25,6170.0498046875,6275.0,26852
2024-10-10,6216.46044921875,6221.7001953125,6329.0,6176.10009765625,6309.0,18326
2024-10-11,6222.85498046875,6228.10009765625,6265.0,6167.0,6220.0,14940
2024-10-14,6277.0595703125,6282.35009765625,6355.0,6200.0,6221.5,11290
2024-10-15,6167.80126953125,6173.0,6318.89990234375,6161.0,6282.35009765625,29221
2024-10-16,6128.03515625,6133.2001953125,6257.2998046875,6070.85009765625,6161.0,20405
2024-10-17,6099.55908203125,6104.7001953125,6191.4501953125,6025.14990234375,6133.2001953125,14328
2024-10-18,5990.0009765625,5995.0498046875,6124.89990234375,5976.2001953125,6090.75,36512
2024-10-21,5895.78076171875,5900.75,6055.0,5863.0,6038.25,60495
2024-10-22,5489.72314453125,5494.35009765625,5939.0,5451.5,5900.0,46571
2024-10-23,5591.08740234375,5595.7998046875,5675.2001953125,5293.35009765625,5571.7001953125,127784
2024-10-24,5300.33251953125,5304.7998046875,5569.9501953125,5260.14990234375,5534.0,79971
2024-10-25,5226.5947265625,5231.0,5365.64990234375,5150.10009765625,5319.4501953125,46989
2024-10-28,4955.22314453125,4959.39990234375,5176.9501953125,4940.5,5060.0498046875,55330
2024-10-29,4945.1318359375,4949.2998046875,5005.5,4833.0,4959.39990234375,44632
2024-10-30,5037.9541015625,5042.2001953125,5141.89990234375,4944.0,4949.89990234375,52298
2024-10-31,5094.85546875,5099.14990234375,5117.4501953125,5005.2001953125,5077.35009765625,31908
2024-11-01,5198.6181640625,5203.0,5225.35009765625,5100.0,5164.0498046875,4699
2024-11-04,4993.39111328125,4997.60009765625,5279.0,4935.0498046875,5223.0,47611
2024-11-05,5001.583984375,5005.7998046875,5048.0,4930.25,5000.0498046875,17638
2024-11-06,5027.8623046875,5032.10009765625,5119.0,5008.0,5008.0,20009
2024-11-07,5014.07373046875,5018.2998046875,5230.0,5001.0,5081.35009765625,37913
2024-11-08,4993.24169921875,4997.4501953125,5057.85009765625,4945.0498046875,5019.0,48828
2024-11-11,4964.166015625,4968.35009765625,5006.7998046875,4910.0,4997.4501953125,19718
2024-11-12,4983.94921875,4988.14990234375,5064.0,4965.0,5006.85009765625,9468
2024-11-13,4666.56689453125,4670.5,4975.0498046875,4654.0,4960.0,42940
2024-11-14,4686.69970703125,4690.64990234375,4820.10009765625,4651.5,4750.0,28030
2024-11-18,4655.92578125,4659.85009765625,4780.0,4602.39990234375,4751.14990234375,21339
2024-11-19,5005.03125,5009.25,5072.4501953125,4620.0,4620.0,131886
2024-11-21,4958.021484375,4962.2001953125,5004.0,4789.60009765625,4934.10009765625,78137
2024-11-22,5206.2119140625,5210.60009765625,5239.9501953125,4894.35009765625,4958.39990234375,45422
2024-11-25,5211.357421875,5215.75,5398.2001953125,5140.0,5290.0,56328
2024-11-26,5090.609375,5094.89990234375,5230.0,5055.2998046875,5206.35009765625,63482
2024-11-27,4986.3974609375,4990.60009765625,5092.0,4961.5,5073.5,19472
2024-11-28,4995.189453125,4999.39990234375,5084.7001953125,4952.60009765625,5005.25,21126
2024-11-29,5095.00537109375,5099.2998046875,5125.5,4955.14990234375,5069.0,35203
2024-12-02,5019.81884765625,5024.0498046875,5125.25,4981.5,5107.75,11189
2024-12-03,4942.93408203125,4947.10009765625,5046.7001953125,4876.0,5024.89990234375,47597
2024-12-04,4965.56494140625,4969.75,5043.89990234375,4920.0,4951.0,29252
2024-12-05,4935.68994140625,4939.85009765625,4998.85009765625,4920.7001953125,4973.0,21576
2024-12-06,4937.4384765625,4941.60009765625,4987.5,4935.0,4972.60009765625,15086
2024-12-09,4895.173828125,4899.2998046875,4978.5,4842.0,4951.25,40845
2024-12-10,5083.71533203125,5088.0,5112.64990234375,4910.25,4924.4501953125,105154
