date_,adj close_exideind.ns,close_exideind.ns,high_exideind.ns,low_exideind.ns,open_exideind.ns,volume_exideind.ns
2024-01-16,322.90185546875,325.79998779296875,332.5,322.70001220703125,326.0,4455576
2024-01-17,316.5588073730469,319.3999938964844,324.8999938964844,314.25,321.95001220703125,4636107
2024-01-18,316.261474609375,319.1000061035156,322.20001220703125,309.3500061035156,319.3999938964844,4819502
2024-01-19,324.2894287109375,327.20001220703125,328.0,321.0,323.0,2374513
2024-01-23,311.900634765625,314.70001220703125,327.6000061035156,313.3500061035156,325.8999938964844,3270317
2024-01-24,312.4952697753906,315.29998779296875,319.25,311.3999938964844,315.0,4837038
2024-01-25,307.63885498046875,310.3999938964844,317.54998779296875,307.45001220703125,315.5,3275873
2024-01-29,312.4952697753906,315.29998779296875,317.25,311.29998779296875,314.70001220703125,1788476
2024-01-30,315.1712341308594,318.0,321.8500061035156,315.45001220703125,318.8999938964844,2813599
2024-01-31,331.9704895019531,334.95001220703125,336.0,318.70001220703125,320.0,7916850
2024-02-01,331.2271423339844,334.20001220703125,337.5,326.25,337.5,4859425
2024-02-02,340.2957763671875,343.3500061035156,347.5,334.5,335.79998779296875,7553484
2024-02-05,344.01239013671875,347.1000061035156,354.0,340.0,346.8999938964844,4765223
2024-02-06,345.3999328613281,348.5,352.0,345.6499938964844,349.0,3570626
2024-02-07,343.7646179199219,346.8500061035156,351.54998779296875,344.1499938964844,349.29998779296875,2187232
2024-02-08,341.9806213378906,345.04998779296875,349.8999938964844,343.54998779296875,348.0,1892474
2024-02-09,335.3897705078125,338.3999938964844,346.8999938964844,332.5,345.54998779296875,2694398
2024-02-12,325.2805480957031,328.20001220703125,341.3999938964844,326.25,341.0,2172402
2024-02-13,327.609619140625,330.54998779296875,331.95001220703125,321.3999938964844,327.75,2865332
2024-02-14,333.65533447265625,336.6499938964844,337.6000061035156,323.95001220703125,327.20001220703125,1375999
2024-02-15,331.3758239746094,334.3500061035156,340.8999938964844,332.5,339.0,1765944
2024-02-16,333.5066833496094,336.5,339.25,335.25,338.0,1375288
2024-02-19,333.80401611328125,336.79998779296875,344.0,336.0,340.29998779296875,1339482
2024-02-20,327.8573913574219,330.79998779296875,338.6499938964844,327.5,338.6499938964844,2205476
2024-02-21,323.79388427734375,326.70001220703125,334.20001220703125,325.6000061035156,331.79998779296875,1841503
2024-02-22,329.44317626953125,332.3999938964844,333.3999938964844,323.29998779296875,326.8999938964844,1827753
2024-02-23,327.06451416015625,330.0,335.0,329.0,334.1000061035156,846452
2024-02-26,325.23095703125,328.1499938964844,332.20001220703125,327.70001220703125,331.04998779296875,1346413
2024-02-27,323.2487487792969,326.1499938964844,329.8500061035156,325.0,328.8999938964844,769796
2024-02-28,315.2703552246094,318.1000061035156,328.5,316.04998779296875,326.75,2643104
2024-02-29,317.4508056640625,320.29998779296875,322.0,316.3999938964844,318.0,1725182
2024-03-01,321.2170104980469,324.1000061035156,326.8999938964844,321.3500061035156,322.0,1556230
2024-03-04,325.82562255859375,328.75,332.04998779296875,324.0,327.79998779296875,1431470
2024-03-05,322.6540832519531,325.54998779296875,331.1499938964844,323.75,330.0,1177352
2024-03-06,318.9870300292969,321.8500061035156,326.0,316.54998779296875,325.5,1783348
2024-03-07,325.23095703125,328.1499938964844,330.79998779296875,322.3500061035156,323.5,2193814
2024-03-11,320.17633056640625,323.04998779296875,332.29998779296875,322.0,331.0,2257244
2024-03-12,316.6083679199219,319.45001220703125,326.20001220703125,318.20001220703125,324.20001220703125,2261648
2024-03-13,298.025146484375,300.70001220703125,320.0,297.95001220703125,319.04998779296875,3710437
2024-03-14,303.07977294921875,305.79998779296875,309.8999938964844,294.6499938964844,297.20001220703125,2850926
2024-03-15,302.5841979980469,305.29998779296875,306.79998779296875,298.8500061035156,305.79998779296875,2689532
2024-03-18,304.3186340332031,307.04998779296875,309.1000061035156,302.6000061035156,305.0,1088219
2024-03-19,293.8129577636719,296.45001220703125,305.0,290.3500061035156,305.0,5242694
2024-03-20,298.76849365234375,301.45001220703125,302.45001220703125,293.70001220703125,296.45001220703125,2481845
2024-03-21,303.07977294921875,305.79998779296875,306.6499938964844,302.79998779296875,303.70001220703125,1116789
2024-03-22,304.46734619140625,307.20001220703125,308.75,303.3999938964844,305.79998779296875,1029834
2024-03-26,301.84088134765625,304.54998779296875,306.8999938964844,303.5,305.0,1432199
2024-03-27,301.84088134765625,304.54998779296875,307.5,303.6499938964844,304.54998779296875,2010127
2024-03-28,301.84088134765625,304.54998779296875,306.45001220703125,302.79998779296875,305.45001220703125,1828715
2024-04-01,307.78753662109375,310.54998779296875,312.3999938964844,305.0,305.0,2411492
2024-04-02,311.504150390625,314.29998779296875,316.79998779296875,312.0,312.1499938964844,2357872
2024-04-03,310.8103942871094,313.6000061035156,316.20001220703125,311.8999938964844,314.29998779296875,1599659
2024-04-04,316.6083679199219,319.45001220703125,323.95001220703125,315.0,315.3500061035156,4262580
2024-04-05,318.9870300292969,321.8500061035156,322.6499938964844,318.8999938964844,320.1499938964844,1305255
2024-04-08,373.79510498046875,377.1499938964844,383.5,321.0,324.5,74073530
2024-04-09,380.68328857421875,384.1000061035156,397.8500061035156,374.54998779296875,380.0,58966980
2024-04-10,380.53460693359375,383.95001220703125,388.1499938964844,378.1499938964844,383.8999938964844,14942496
2024-04-12,394.6082763671875,398.1499938964844,403.0,380.5,383.54998779296875,22382969
2024-04-15,405.41131591796875,409.04998779296875,423.6499938964844,398.8500061035156,401.0,45094809
2024-04-16,455.7098693847656,459.79998779296875,470.3999938964844,407.1499938964844,410.0,73697304
2024-04-18,445.6501770019531,449.6499938964844,481.70001220703125,445.3999938964844,466.75,41063153
2024-04-19,440.3477783203125,444.29998779296875,464.3999938964844,439.0,449.6499938964844,16828994
2024-04-22,461.8052062988281,465.95001220703125,475.0,439.1000061035156,447.0,22247019
2024-04-23,457.34521484375,461.45001220703125,476.6000061035156,459.0,471.29998779296875,11816994
2024-04-24,440.59552001953125,444.54998779296875,457.0,441.5,457.0,9263587
2024-04-25,443.4201965332031,447.3999938964844,451.0,433.5,444.54998779296875,8617134
2024-04-26,462.49896240234375,466.6499938964844,476.45001220703125,444.1499938964844,447.3999938964844,13397687
2024-04-29,451.4976806640625,455.54998779296875,469.04998779296875,453.1000061035156,468.95001220703125,4116072
2024-04-30,468.19781494140625,472.3999938964844,481.6499938964844,457.0,457.8999938964844,15667803
2024-05-02,459.8725280761719,464.0,485.54998779296875,460.0,477.79998779296875,8227489
2024-05-03,464.77850341796875,468.95001220703125,471.0,458.54998779296875,466.54998779296875,4677076
2024-05-06,456.4036560058594,460.5,471.79998779296875,453.1499938964844,471.0,3317781
2024-05-07,449.1190490722656,453.1499938964844,467.0,451.29998779296875,462.0,3906642
2024-05-08,456.1558837890625,460.25,470.45001220703125,445.79998779296875,453.79998779296875,5681003
2024-05-09,444.8077392578125,448.79998779296875,461.3999938964844,445.3500061035156,461.0,3009772
2024-05-10,448.22705078125,452.25,456.75,445.1000061035156,447.95001220703125,2507601
2024-05-13,451.7454528808594,455.79998779296875,459.6499938964844,435.0,452.25,3521742
2024-05-14,457.14697265625,461.25,464.0,451.04998779296875,455.0,2670099
2024-05-15,458.98052978515625,463.1000061035156,468.1499938964844,453.6499938964844,462.0,2790280
2024-05-16,468.9906921386719,473.20001220703125,476.29998779296875,460.29998779296875,465.0,5643074
2024-05-17,472.0631103515625,476.29998779296875,485.0,471.04998779296875,475.5,5415700
2024-05-21,470.37823486328125,474.6000061035156,489.95001220703125,472.79998779296875,476.3500061035156,4773364
2024-05-22,462.7962951660156,466.95001220703125,477.29998779296875,462.1499938964844,476.0,3905977
2024-05-23,460.7645263671875,464.8999938964844,470.8500061035156,460.3500061035156,469.0,2752325
2024-05-24,470.52691650390625,474.75,495.5,461.3999938964844,464.95001220703125,15407670
2024-05-27,489.9525451660156,494.3500061035156,500.45001220703125,468.45001220703125,479.8999938964844,16271268
2024-05-28,505.3642272949219,509.8999938964844,517.4000244140625,492.5,498.45001220703125,30884954
2024-05-29,502.29180908203125,506.79998779296875,514.7999877929688,501.6499938964844,509.8999938964844,7972560
2024-05-30,493.52056884765625,497.95001220703125,509.0,495.75,505.5,5676238
2024-05-31,483.9068298339844,488.25,511.54998779296875,485.20001220703125,501.0,8222556
2024-06-03,500.40869140625,504.8999938964844,516.0,493.1000061035156,512.7000122070312,6117134
2024-06-04,451.3985900878906,455.45001220703125,504.8999938964844,429.20001220703125,504.8999938964844,10982923
2024-06-05,486.681884765625,491.04998779296875,496.5,450.79998779296875,462.95001220703125,9047361
2024-06-06,523.154541015625,527.8499755859375,536.7000122070312,492.1000061035156,493.6499938964844,15257519
2024-06-07,522.3616943359375,527.0499877929688,533.9000244140625,521.0,532.0,10807984
2024-06-10,521.1227416992188,525.7999877929688,536.5,522.3499755859375,530.0,7592659
2024-06-11,524.1456298828125,528.8499755859375,540.6500244140625,523.0,525.0,6050148
2024-06-12,535.8902587890625,540.7000122070312,546.0,529.7999877929688,530.4000244140625,8303195
2024-06-13,537.4760131835938,542.2999877929688,549.9000244140625,541.1500244140625,549.9000244140625,7311854
2024-06-14,537.4264526367188,542.25,547.9000244140625,539.2000122070312,545.0,4633973
2024-06-18,559.528076171875,564.5499877929688,566.4000244140625,543.2000122070312,544.7000122070312,9249847
2024-06-19,555.3654174804688,560.3499755859375,567.3499755859375,549.2999877929688,567.0,5371061
2024-06-20,567.1596069335938,572.25,576.2000122070312,558.5499877929688,561.0499877929688,6213481
2024-06-21,564.63232421875,569.7000122070312,576.0,567.0,574.9000244140625,4370512
2024-06-24,568.7453002929688,573.8499755859375,576.8499755859375,557.3499755859375,567.0,3836291
2024-06-25,574.4938354492188,579.6500244140625,620.3499755859375,574.5499877929688,575.0,41296482
2024-06-26,563.0465087890625,568.0999755859375,589.0,566.3499755859375,582.0,10419619
2024-06-27,561.2129516601562,566.25,573.4000244140625,557.25,568.0999755859375,5425029
2024-06-28,559.478515625,564.5,575.5,559.2000122070312,566.9500122070312,8329177
2024-07-01,564.3349609375,569.4000244140625,572.75,563.0,567.25,3408403
2024-07-02,559.478515625,564.5,572.5499877929688,559.5999755859375,571.6500244140625,3063083
2024-07-03,563.8394165039062,568.9000244140625,571.75,560.0499877929688,565.4000244140625,4377676
2024-07-04,561.1633911132812,566.2000122070312,570.7000122070312,563.5499877929688,570.0,2424207
2024-07-05,562.8978881835938,567.9500122070312,571.0,565.0,569.0499877929688,2043238
2024-07-08,566.3667602539062,571.4500122070312,576.4000244140625,565.0999755859375,570.0,2684664
2024-07-09,573.304443359375,578.4500122070312,585.5,567.7000122070312,572.4000244140625,7274064
2024-07-10,562.4022827148438,567.4500122070312,580.9500122070312,549.0499877929688,580.9500122070312,6939639
2024-07-11,558.4379272460938,563.4500122070312,569.9500122070312,562.1500244140625,569.2999877929688,1798542
2024-07-12,554.0770263671875,559.0499877929688,564.9000244140625,555.5999755859375,563.4500122070312,1898237
2024-07-15,557.64501953125,562.6500244140625,568.0,558.5499877929688,561.2999877929688,2958990
2024-07-16,551.6488037109375,556.5999755859375,569.2000122070312,554.6500244140625,564.2000122070312,2607256
2024-07-18,550.7568359375,555.7000122070312,557.3499755859375,547.5499877929688,556.5999755859375,3274009
2024-07-19,535.6920166015625,540.5,566.1500244140625,538.0,557.4500122070312,6807005
2024-07-22,544.0482177734375,546.9000244140625,550.5999755859375,529.0,538.0,2759045
2024-07-23,543.8989868164062,546.75,555.0,523.4000244140625,548.7999877929688,6167712
2024-07-24,537.0349731445312,539.8499755859375,550.1500244140625,538.0499877929688,546.75,3826636
2024-07-25,537.084716796875,539.9000244140625,543.5499877929688,532.5999755859375,535.0,2209120
2024-07-26,550.8624877929688,553.75,555.9500122070312,539.4000244140625,541.7999877929688,4764451
2024-07-29,549.0221557617188,551.9000244140625,560.0,549.4000244140625,557.0,3570024
2024-07-30,528.927490234375,531.7000122070312,554.8499755859375,530.0,554.5,11059876
2024-07-31,520.5712890625,523.2999877929688,537.7000122070312,520.5,537.7000122070312,6871718
2024-08-01,510.0762939453125,512.75,528.3499755859375,508.3999938964844,525.9000244140625,6238603
2024-08-02,506.1966247558594,508.8500061035156,519.75,502.75,509.54998779296875,3858656
2024-08-05,482.8191833496094,485.3500061035156,502.6000061035156,481.25,490.0,5562811
2024-08-06,479.1384582519531,481.6499938964844,500.6499938964844,479.79998779296875,488.04998779296875,3256185
2024-08-07,493.6623229980469,496.25,498.8999938964844,483.20001220703125,489.8999938964844,2481856
2024-08-08,483.614990234375,486.1499938964844,498.70001220703125,485.0,498.70001220703125,2688578
2024-08-09,490.62823486328125,493.20001220703125,501.8999938964844,486.45001220703125,488.75,3465434
2024-08-12,496.4974670410156,499.1000061035156,503.5,487.29998779296875,488.0,3653337
2024-08-13,489.931884765625,492.5,507.45001220703125,490.95001220703125,500.0,3705316
2024-08-14,483.66473388671875,486.20001220703125,494.95001220703125,485.0,494.45001220703125,1525319
2024-08-16,493.1152038574219,495.70001220703125,497.5,488.95001220703125,490.1000061035156,2432843
2024-08-19,494.35870361328125,496.95001220703125,500.45001220703125,494.1499938964844,498.04998779296875,1736472
2024-08-20,494.6571044921875,497.25,498.95001220703125,490.6000061035156,497.95001220703125,1565074
2024-08-21,505.3510437011719,508.0,510.8500061035156,498.20001220703125,501.29998779296875,4693036
2024-08-22,509.7281494140625,512.4000244140625,514.7999877929688,508.0,511.75,2306377
2024-08-23,496.7958984375,499.3999938964844,514.6500244140625,498.45001220703125,513.0,2520654
2024-08-26,495.3534851074219,497.95001220703125,502.8999938964844,495.25,502.79998779296875,2328819
2024-08-27,496.0995788574219,498.70001220703125,505.45001220703125,497.25,499.20001220703125,3493620
2024-08-28,489.1360778808594,491.70001220703125,500.75,490.1499938964844,499.3500061035156,2146014
2024-08-29,487.6438903808594,490.20001220703125,493.0,484.6000061035156,491.75,3679333
2024-08-30,490.3298034667969,492.8999938964844,496.8999938964844,491.04998779296875,492.0,1918993
2024-09-02,487.94232177734375,490.5,498.29998779296875,487.0,493.0,2138470
2024-09-03,486.3009338378906,488.8500061035156,493.0,488.3500061035156,490.5,1339877
2024-09-04,481.62542724609375,484.1499938964844,491.0,482.25,484.75,3100314
2024-09-05,493.0654602050781,495.6499938964844,499.70001220703125,483.54998779296875,486.0,4632193
2024-09-06,480.4814147949219,483.0,497.8500061035156,482.04998779296875,497.3999938964844,2907507
2024-09-09,472.2744445800781,474.75,483.75,466.5,483.0,3303604
2024-09-10,476.3033142089844,478.79998779296875,483.70001220703125,475.8500061035156,479.3999938964844,2367852
2024-09-11,469.7377624511719,472.20001220703125,484.70001220703125,470.1000061035156,479.0,2235825
2024-09-12,477.34783935546875,479.8500061035156,481.70001220703125,474.20001220703125,475.8500061035156,2358899
2024-09-13,482.868896484375,485.3999938964844,488.75,477.5,479.79998779296875,2611944
2024-09-16,487.39520263671875,489.95001220703125,492.20001220703125,482.0,489.45001220703125,1768851
2024-09-17,479.7850646972656,482.29998779296875,493.1000061035156,481.04998779296875,493.1000061035156,1182845
2024-09-18,469.2900695800781,471.75,482.25,469.6499938964844,481.0,2520895
2024-09-19,457.5516357421875,459.95001220703125,476.79998779296875,454.04998779296875,473.5,4071446
2024-09-20,463.8684997558594,466.29998779296875,467.95001220703125,461.20001220703125,465.0,3024808
2024-09-23,468.6932067871094,471.1499938964844,473.0,466.0,468.0,1856224
2024-09-24,474.21429443359375,476.70001220703125,477.95001220703125,470.6499938964844,471.1499938964844,2211052
2024-09-25,471.22991943359375,473.70001220703125,478.5,469.20001220703125,476.70001220703125,2138128
2024-09-26,469.2900695800781,471.75,474.6000061035156,465.3999938964844,473.70001220703125,1951999
2024-09-27,494.70684814453125,497.29998779296875,500.3999938964844,470.04998779296875,470.04998779296875,13697783
2024-09-30,499.9294738769531,502.54998779296875,505.29998779296875,488.54998779296875,498.0,5320402
2024-10-01,508.8825378417969,511.54998779296875,515.6500244140625,504.25,507.5,6585977
2024-10-03,493.7618103027344,496.3500061035156,514.0,493.54998779296875,507.95001220703125,4650497
2024-10-04,499.7802429199219,502.3999938964844,511.0,493.29998779296875,494.04998779296875,8028600
2024-10-07,477.99444580078125,480.5,508.54998779296875,473.8500061035156,505.0,6679123
2024-10-08,491.22509765625,493.79998779296875,497.0,478.1000061035156,480.5,2894554
2024-10-09,516.641845703125,519.3499755859375,523.5,494.1499938964844,498.29998779296875,13196334
2024-10-10,509.47943115234375,512.1500244140625,528.3499755859375,503.6000061035156,527.0,8550164
2024-10-11,527.7337036132812,530.5,532.9000244140625,510.1000061035156,516.2000122070312,13286140
2024-10-14,527.58447265625,530.3499755859375,534.4000244140625,521.3499755859375,533.2000122070312,6259104
2024-10-15,519.4273071289062,522.1500244140625,533.0,519.2000122070312,531.0,3289596
2024-10-16,509.6286315917969,512.2999877929688,522.9500122070312,508.45001220703125,522.25,4766987
2024-10-17,493.9110107421875,496.5,515.7000122070312,495.1000061035156,515.0,3821118
2024-10-18,493.21466064453125,495.79998779296875,500.5,486.0,495.04998779296875,2540669
2024-10-21,484.31134033203125,486.8500061035156,498.6499938964844,485.1000061035156,495.6499938964844,2242367
2024-10-22,458.4469299316406,460.8500061035156,488.8999938964844,459.20001220703125,486.0,4276290
2024-10-23,467.2010192871094,469.6499938964844,477.3500061035156,459.04998779296875,460.8500061035156,3073729
2024-10-24,464.4653625488281,466.8999938964844,473.0,464.25,471.3999938964844,1698007
2024-10-25,447.55401611328125,449.8999938964844,468.79998779296875,444.6499938964844,468.0,4267695
2024-10-28,461.6302185058594,464.04998779296875,468.6499938964844,446.6499938964844,450.0,2920122
2024-10-29,464.61456298828125,467.04998779296875,469.6499938964844,454.1499938964844,467.0,3441203
2024-10-30,462.823974609375,465.25,474.95001220703125,461.29998779296875,468.3999938964844,3298510
2024-10-31,453.0751037597656,455.45001220703125,466.0,451.5,465.0,5127992
2024-11-01,456.5568542480469,458.95001220703125,463.45001220703125,456.0,458.8500061035156,1196012
2024-11-04,442.72930908203125,445.04998779296875,459.79998779296875,437.79998779296875,459.79998779296875,7818268
2024-11-05,441.23712158203125,443.54998779296875,449.6499938964844,433.0,446.0,7614294
2024-11-06,449.842041015625,452.20001220703125,453.75,443.54998779296875,449.0,2832331
2024-11-07,445.4649658203125,447.79998779296875,456.79998779296875,446.79998779296875,455.0,2269020
2024-11-08,434.77099609375,437.04998779296875,452.20001220703125,435.1499938964844,447.79998779296875,2682928
2024-11-11,434.3233642578125,436.6000061035156,442.0,430.8999938964844,434.75,2426881
2024-11-12,429.54840087890625,431.79998779296875,447.3500061035156,430.3500061035156,438.5,5228338
2024-11-13,416.2680358886719,418.45001220703125,434.6000061035156,416.6499938964844,431.5,4828918
2024-11-14,415.9198303222656,418.1000061035156,422.6000061035156,412.3500061035156,418.45001220703125,3972370
2024-11-18,412.338623046875,414.5,421.0,412.6000061035156,418.1000061035156,1871986
2024-11-19,419.3020935058594,421.5,430.79998779296875,415.0,415.45001220703125,3696768
2024-11-21,413.1841735839844,415.3500061035156,420.95001220703125,411.0,420.95001220703125,1747026
2024-11-22,421.83880615234375,424.04998779296875,424.8999938964844,414.0,415.5,1589484
2024-11-25,426.11639404296875,428.3500061035156,436.70001220703125,427.45001220703125,430.0,5488033
2024-11-26,423.5796813964844,425.79998779296875,434.75,425.1000061035156,430.0,1625792
2024-11-27,442.72930908203125,445.04998779296875,446.6000061035156,425.6499938964844,426.0,6039469
2024-11-28,454.6667175292969,457.04998779296875,459.8999938964844,442.0,445.04998779296875,7004165
2024-11-29,450.2399597167969,452.6000061035156,459.54998779296875,446.5,457.0,5273196
2024-12-02,448.89697265625,451.25,456.79998779296875,448.1000061035156,456.70001220703125,2161344
2024-12-03,453.1745300292969,455.54998779296875,459.8999938964844,452.0,453.75,2754066
2024-12-04,452.3290100097656,454.70001220703125,462.95001220703125,451.0,455.6499938964844,4095553
2024-12-05,451.08551025390625,453.45001220703125,456.79998779296875,448.6499938964844,456.79998779296875,1726437
2024-12-06,460.28729248046875,462.70001220703125,465.79998779296875,452.3999938964844,454.0,3512144
2024-12-09,464.5648498535156,467.0,471.5,463.0,463.0,3747554
2024-12-10,462.27685546875,464.70001220703125,469.5,462.79998779296875,465.0,1423213
2024-12-11,465.65911865234375,468.1000061035156,472.04998779296875,464.0,467.54998779296875,2359385
2024-12-12,459.0935363769531,461.5,472.5,460.1000061035156,468.6499938964844,3902664
2024-12-13,452.7766418457031,455.1499938964844,459.79998779296875,446.04998779296875,459.79998779296875,2211478
2024-12-16,457.1536865234375,459.54998779296875,463.29998779296875,451.79998779296875,455.1499938964844,1766213
2024-12-17,448.7477722167969,451.1000061035156,466.79998779296875,448.1499938964844,460.1000061035156,2124119
2024-12-18,442.3811340332031,444.70001220703125,456.0,443.3500061035156,452.0,2477054
2024-12-19,437.4072265625,439.70001220703125,443.54998779296875,433.3999938964844,436.0,1395312
2024-12-20,424.0770568847656,426.29998779296875,456.54998779296875,414.6000061035156,450.0,10343994
2024-12-23,414.5768737792969,416.75,429.0,414.6499938964844,426.29998779296875,3123990
2024-12-24,415.9695739746094,418.1499938964844,421.0,411.29998779296875,416.0,1919519
2024-12-26,416.1187744140625,418.29998779296875,422.70001220703125,414.5,418.8999938964844,1739728
2024-12-27,416.21826171875,418.3999938964844,425.8500061035156,417.3999938964844,419.0,1175503
2024-12-30,409.1055603027344,411.25,419.0,409.6499938964844,418.3999938964844,1999044
2024-12-31,414.3778991699219,416.54998779296875,418.3999938964844,408.5,410.0,1139909
2025-01-01,419.15289306640625,421.3500061035156,422.5,415.1499938964844,421.0,2319841
2025-01-02,426.76300048828125,429.0,430.0,418.29998779296875,423.1000061035156,2458894
2025-01-03,422.53515625,424.75,431.6000061035156,423.5,431.6000061035156,1786961
2025-01-06,406.81756591796875,408.95001220703125,426.5,406.6499938964844,425.04998779296875,3033673
2025-01-07,406.9170227050781,409.04998779296875,415.29998779296875,404.1499938964844,409.3999938964844,2815071
2025-01-08,403.3358154296875,405.45001220703125,410.04998779296875,402.0,409.79998779296875,1310142
2025-01-09,395.3775329589844,397.45001220703125,406.79998779296875,396.45001220703125,404.79998779296875,1898879
2025-01-10,387.0710754394531,389.1000061035156,398.0,386.6000061035156,397.45001220703125,3238458
2025-01-13,370.6571044921875,372.6000061035156,390.5,371.25,386.79998779296875,2608440
2025-01-14,380.25677490234375,382.25,384.3999938964844,367.25,368.0,2978181
2025-01-15,380.0080871582031,382.0,386.95001220703125,379.3500061035156,386.79998779296875,1465678
2025-01-16,385.92706298828125,387.95001220703125,393.79998779296875,385.3999938964844,388.0,1523084
