date_,adj close_vedl.ns,close_vedl.ns,high_vedl.ns,low_vedl.ns,open_vedl.ns,volume_vedl.ns
2024-01-16,235.86911010742188,273.20001220703125,278.04998779296875,269.3500061035156,277.0,12507371
2024-01-17,228.6601104736328,264.8500061035156,272.45001220703125,263.6000061035156,270.45001220703125,10649774
2024-01-18,230.9911651611328,267.54998779296875,268.8999938964844,258.0,265.5,9930238
2024-01-19,230.04147338867188,266.45001220703125,269.70001220703125,265.8999938964844,268.1499938964844,4537034
2024-01-23,217.6954803466797,252.14999389648438,267.0,250.64999389648438,266.8500061035156,8740319
2024-01-24,226.67437744140625,262.54998779296875,263.29998779296875,253.10000610351562,254.8000030517578,6563186
2024-01-25,227.58091735839844,263.6000061035156,266.79998779296875,260.6499938964844,264.3500061035156,5195068
2024-01-29,231.2069854736328,267.79998779296875,269.1499938964844,260.5,263.75,11648515
2024-01-30,229.86878967285156,266.25,271.29998779296875,265.25,268.1499938964844,6620878
2024-01-31,236.43032836914062,273.8500061035156,276.8999938964844,265.75,266.79998779296875,9537630
2024-02-01,231.81134033203125,268.5,276.5,265.04998779296875,275.45001220703125,7974578
2024-02-02,235.30795288085938,272.54998779296875,276.79998779296875,268.75,270.20001220703125,9665486
2024-02-05,236.2144775390625,273.6000061035156,279.8500061035156,271.54998779296875,272.8500061035156,10619393
2024-02-06,244.3300323486328,283.0,284.5,269.8500061035156,273.70001220703125,11559491
2024-02-07,243.72569274902344,282.29998779296875,285.8500061035156,277.6000061035156,285.0,7603119
2024-02-08,240.53126525878906,278.6000061035156,285.5,276.6000061035156,284.0,6966850
2024-02-09,236.86199951171875,274.3500061035156,280.45001220703125,268.3999938964844,279.0,4627489
2024-02-12,231.50918579101562,268.1499938964844,281.04998779296875,265.04998779296875,276.95001220703125,6191878
2024-02-13,232.67471313476562,269.5,271.0,260.70001220703125,267.54998779296875,4469509
2024-02-14,241.43780517578125,279.6499938964844,282.6000061035156,264.54998779296875,269.0,11916664
2024-02-15,231.3365020751953,267.95001220703125,284.0,267.0,282.54998779296875,108103036
2024-02-16,230.3436279296875,266.79998779296875,272.0,265.1000061035156,269.25,16394886
2024-02-19,233.23590087890625,270.1499938964844,273.20001220703125,267.1000061035156,268.8999938964844,10944899
2024-02-20,233.23590087890625,270.1499938964844,272.20001220703125,268.1000061035156,270.8999938964844,9025475
2024-02-21,233.1063690185547,270.0,276.3999938964844,268.5,273.0,12329064
2024-02-22,234.40142822265625,271.5,272.95001220703125,267.1000061035156,271.8999938964844,6661898
2024-02-23,231.6818389892578,268.3500061035156,272.20001220703125,268.0,272.0,5955886
2024-02-26,229.0054473876953,265.25,268.95001220703125,264.04998779296875,268.95001220703125,4923166
2024-02-27,227.83990478515625,263.8999938964844,268.0,262.6000061035156,266.70001220703125,5033046
2024-02-28,227.01974487304688,262.95001220703125,272.29998779296875,261.54998779296875,268.5,17579831
2024-02-29,231.42283630371094,268.04998779296875,269.8999938964844,260.79998779296875,263.1000061035156,9404521
2024-03-01,234.66043090820312,271.79998779296875,272.8999938964844,263.6000061035156,265.1000061035156,12244554
2024-03-04,238.5886993408203,276.3500061035156,279.0,272.75,273.04998779296875,10443351
2024-03-05,246.6611328125,285.70001220703125,288.3999938964844,274.6000061035156,277.5,19847512
2024-03-06,243.85520935058594,282.45001220703125,289.25,275.0,286.5,13944430
2024-03-07,244.20053100585938,282.8500061035156,287.3999938964844,281.04998779296875,283.70001220703125,9134995
2024-03-11,237.72537231445312,275.3500061035156,282.8500061035156,274.0,282.8500061035156,6214148
2024-03-12,233.3654022216797,270.29998779296875,276.79998779296875,267.5,276.0,7220451
2024-03-13,217.4796142578125,251.89999389648438,270.5,249.5,268.5,15451474
2024-03-14,224.60232543945312,260.1499938964844,261.5,251.60000610351562,251.8000030517578,10335603
2024-03-15,228.87596130371094,265.1000061035156,266.0,255.14999389648438,260.1499938964844,17681404
2024-03-18,234.0128936767578,271.04998779296875,272.95001220703125,262.25,265.0,7234156
2024-03-19,230.21412658691406,266.6499938964844,274.75,265.6000061035156,270.0,5908875
2024-03-20,231.07749938964844,267.6499938964844,269.8999938964844,261.79998779296875,268.0,4421057
2024-03-21,236.0417938232422,273.3999938964844,274.20001220703125,270.1499938964844,271.0,5477627
2024-03-22,234.05612182617188,271.1000061035156,274.3999938964844,269.8999938964844,273.0,9338889
2024-03-26,231.8545379638672,268.54998779296875,272.79998779296875,267.3500061035156,271.79998779296875,10405333
2024-03-27,234.48776245117188,271.6000061035156,274.25,267.75,269.8999938964844,5949040
2024-03-28,234.53094482421875,271.6499938964844,275.0,270.75,272.0,6625066
2024-04-01,248.21517944335938,287.5,288.25,273.3500061035156,273.5,17331916
2024-04-02,260.12945556640625,301.29998779296875,301.95001220703125,285.8500061035156,286.95001220703125,27928247
2024-04-03,257.9710388183594,298.79998779296875,308.0,297.79998779296875,301.20001220703125,19966252
2024-04-04,267.5975646972656,309.95001220703125,312.5,301.70001220703125,306.04998779296875,24723528
2024-04-05,275.3677062988281,318.95001220703125,322.3999938964844,305.95001220703125,311.04998779296875,22256365
2024-04-08,279.1233215332031,323.29998779296875,325.3500061035156,317.1000061035156,323.8999938964844,16694867
2024-04-09,291.8146667480469,338.0,339.5,320.6000061035156,324.1000061035156,32086038
2024-04-10,312.362548828125,361.79998779296875,369.6499938964844,345.70001220703125,347.0,75804480
2024-04-12,321.989013671875,372.95001220703125,374.8999938964844,360.79998779296875,365.54998779296875,39995547
2024-04-15,319.91693115234375,370.54998779296875,383.95001220703125,360.25,374.0,44715399
2024-04-16,326.5216064453125,378.20001220703125,381.5,364.04998779296875,370.1000061035156,28859435
2024-04-18,335.4141540527344,388.5,394.75,383.04998779296875,385.04998779296875,35907412
2024-04-19,333.2126770019531,385.95001220703125,396.75,382.20001220703125,388.20001220703125,33307212
2024-04-22,328.9389953613281,381.0,393.1499938964844,373.3999938964844,392.1499938964844,19626373
2024-04-23,325.52874755859375,377.04998779296875,383.20001220703125,371.1000061035156,383.20001220703125,14434838
2024-04-24,331.0542297363281,383.45001220703125,386.6000061035156,376.0,376.0,11074253
2024-04-25,328.9821472167969,381.04998779296875,387.70001220703125,377.1000061035156,380.0,10150138
2024-04-26,342.3642272949219,396.54998779296875,402.95001220703125,386.0,386.8999938964844,24602811
2024-04-29,350.78192138671875,406.29998779296875,408.20001220703125,397.1000061035156,401.1499938964844,11228541
2024-04-30,343.486572265625,397.8500061035156,409.95001220703125,396.0,409.1000061035156,11863519
2024-05-02,354.66705322265625,410.79998779296875,413.8999938964844,397.29998779296875,400.0,12788526
2024-05-03,358.8543395996094,415.6499938964844,420.0,404.3999938964844,415.0,14324148
2024-05-06,354.4080505371094,410.5,418.70001220703125,404.45001220703125,418.0,8108475
2024-05-07,341.8893737792969,396.0,411.5,392.0,410.5,8797213
2024-05-08,349.53009033203125,404.8500061035156,409.95001220703125,392.8500061035156,393.0,8831897
2024-05-09,340.7238464355469,394.6499938964844,408.3999938964844,393.0,406.79998779296875,6134997
2024-05-10,354.58074951171875,410.70001220703125,411.8500061035156,395.25,397.0,11076423
2024-05-13,357.47296142578125,414.04998779296875,415.5,398.1000061035156,412.54998779296875,10884162
2024-05-14,373.4450988769531,432.54998779296875,438.5,415.04998779296875,421.0,22195946
2024-05-15,377.63238525390625,437.3999938964844,449.0,434.75,438.0,20115791
2024-05-16,373.8767395019531,433.04998779296875,447.04998779296875,427.04998779296875,445.0,16155897
2024-05-17,382.16497802734375,442.6499938964844,445.0,432.6000061035156,436.0,13366917
2024-05-21,424.51263427734375,491.70001220703125,493.8999938964844,463.0,471.0,34592201
2024-05-22,420.454833984375,487.0,506.75,476.79998779296875,498.0,33932802
2024-05-23,408.1088562011719,472.70001220703125,480.1000061035156,461.79998779296875,480.0,25849836
2024-05-24,407.31329345703125,460.79998779296875,470.0,459.6000061035156,463.8999938964844,12873214
2024-05-27,406.34100341796875,459.70001220703125,468.5,456.8500061035156,461.8999938964844,11775106
2024-05-28,402.142333984375,454.95001220703125,471.8999938964844,453.29998779296875,462.8999938964844,17930755
2024-05-29,401.5235595703125,454.25,462.29998779296875,451.1499938964844,453.79998779296875,11526945
2024-05-30,389.634765625,440.79998779296875,458.0,437.20001220703125,454.0,13122990
2024-05-31,397.76690673828125,450.0,455.8500061035156,440.0,446.79998779296875,35126841
2024-06-03,404.70574951171875,457.8500061035156,472.20001220703125,452.3999938964844,472.0,14471274
2024-06-04,369.3486633300781,417.8500061035156,458.0,366.29998779296875,458.0,30797125
2024-06-05,389.5464172363281,440.70001220703125,446.0,401.6499938964844,419.0,16642007
2024-06-06,397.67852783203125,449.8999938964844,458.0,446.29998779296875,451.0,13579110
2024-06-07,407.1806945800781,460.6499938964844,462.95001220703125,451.8500061035156,454.3999938964844,11283521
2024-06-10,392.5517272949219,444.1000061035156,455.5,441.25,455.5,13920775
2024-06-11,392.2424011230469,443.75,455.79998779296875,442.29998779296875,444.0,10546091
2024-06-12,392.6842956542969,444.25,453.6499938964844,442.6000061035156,447.25,11163309
2024-06-13,388.7508544921875,439.79998779296875,449.95001220703125,439.0,449.0,11641274
2024-06-14,395.6454772949219,447.6000061035156,451.8999938964844,440.0,441.1000061035156,9634670
2024-06-18,399.7999267578125,452.29998779296875,454.79998779296875,447.6000061035156,449.95001220703125,8601634
2024-06-19,396.3968505859375,448.45001220703125,455.6000061035156,446.04998779296875,452.54998779296875,6416994
2024-06-20,415.4012451171875,469.95001220703125,479.0,449.1499938964844,450.0,28530186
2024-06-21,415.6663818359375,470.25,474.6000061035156,464.0,472.75,17801714
2024-06-24,409.5672912597656,463.3500061035156,471.5,457.20001220703125,460.04998779296875,7716484
2024-06-25,401.3468017578125,454.04998779296875,468.54998779296875,451.0,465.20001220703125,8309097
2024-06-26,390.7839050292969,442.1000061035156,446.8500061035156,426.04998779296875,436.6499938964844,162210828
2024-06-27,391.8445739746094,443.29998779296875,446.1000061035156,433.54998779296875,442.0,20922873
2024-06-28,401.3026123046875,454.0,458.6499938964844,443.8500061035156,444.6000061035156,15248617
2024-07-01,411.02581787109375,465.0,468.8500061035156,456.25,457.0,15408362
2024-07-02,404.70574951171875,457.8500061035156,473.1000061035156,455.0,467.0,11050920
2024-07-03,410.053466796875,463.8999938964844,465.25,458.25,460.1499938964844,7347763
2024-07-04,414.64990234375,469.1000061035156,473.45001220703125,463.45001220703125,468.1000061035156,12818706
2024-07-05,418.8485412597656,473.8500061035156,479.6000061035156,467.0,470.3999938964844,12860621
2024-07-08,411.600341796875,465.6499938964844,477.5,464.79998779296875,475.8999938964844,8576939
2024-07-09,411.600341796875,465.6499938964844,468.0,462.6000061035156,467.3999938964844,5474279
2024-07-10,403.6892395019531,456.70001220703125,466.95001220703125,445.1499938964844,466.0,11556309
2024-07-11,395.73388671875,447.70001220703125,458.0,441.6499938964844,457.0,13978497
2024-07-12,397.5017395019531,449.70001220703125,454.3999938964844,445.1000061035156,451.8999938964844,11038603
2024-07-15,406.1199951171875,459.45001220703125,462.5,446.25,452.1000061035156,10391508
2024-07-16,402.6285095214844,455.5,467.54998779296875,453.6000061035156,466.8999938964844,23302200
2024-07-18,399.00439453125,451.3999938964844,460.5,448.0,458.95001220703125,16469541
2024-07-19,388.7508544921875,439.79998779296875,454.25,438.0,453.0,14552716
2024-07-22,396.6619873046875,448.75,451.0,437.0,442.0,17818304
2024-07-23,384.4638366699219,434.95001220703125,449.3999938964844,410.54998779296875,449.3999938964844,33154992
2024-07-24,382.4750061035156,432.70001220703125,441.0,430.8500061035156,436.79998779296875,36773405
2024-07-25,380.8838806152344,430.8999938964844,434.3500061035156,424.0,428.8500061035156,18871603
2024-07-26,392.90533447265625,444.5,448.1499938964844,434.6000061035156,439.0,28749214
2024-07-29,396.8387451171875,448.95001220703125,455.5,438.0,447.0,45433689
2024-07-30,395.29193115234375,447.20001220703125,448.1499938964844,440.20001220703125,446.79998779296875,16607270
2024-07-31,398.4298400878906,450.75,454.3999938964844,445.5,453.0,14227543
2024-08-01,396.0874328613281,448.1000061035156,462.25,443.54998779296875,458.0,19749880
2024-08-02,387.2577819824219,434.20001220703125,441.95001220703125,432.29998779296875,440.0,13093052
2024-08-05,368.57269287109375,413.25,428.45001220703125,404.25,424.0,20763297
2024-08-06,369.1524353027344,413.8999938964844,421.95001220703125,411.29998779296875,417.54998779296875,17994697
2024-08-07,385.5631408691406,432.29998779296875,434.45001220703125,418.5,425.5,15297435
2024-08-08,376.644287109375,422.29998779296875,431.5,421.04998779296875,430.04998779296875,9305734
2024-08-09,382.4861755371094,428.8500061035156,432.25,423.54998779296875,430.1000061035156,8363641
2024-08-12,385.3847961425781,432.1000061035156,436.0,424.75,426.1499938964844,8178539
2024-08-13,376.6888732910156,422.3500061035156,434.0,421.25,433.20001220703125,8522806
2024-08-14,374.7713623046875,420.20001220703125,428.5,405.20001220703125,425.0,18914429
2024-08-16,382.66455078125,429.04998779296875,430.8500061035156,421.54998779296875,426.0,9815524
2024-08-19,394.8833923339844,442.75,444.3999938964844,429.25,430.5,10922980
2024-08-20,398.36175537109375,446.6499938964844,447.8500061035156,440.1499938964844,444.5,8887888
2024-08-21,406.0765686035156,455.29998779296875,458.8999938964844,447.6499938964844,449.6000061035156,13609457
2024-08-22,409.8670959472656,459.54998779296875,461.6000061035156,454.70001220703125,460.0,8864437
2024-08-23,400.7252502441406,449.29998779296875,460.20001220703125,448.3500061035156,459.95001220703125,6908675
2024-08-26,413.0333251953125,463.1000061035156,465.95001220703125,452.0,453.0,11143399
2024-08-27,413.746826171875,463.8999938964844,468.5,460.8500061035156,463.0,10906758
2024-08-28,415.66436767578125,466.04998779296875,469.25,463.6000061035156,467.8999938964844,9277650
2024-08-29,413.3008728027344,463.3999938964844,470.95001220703125,459.04998779296875,470.20001220703125,12608981
2024-08-30,417.8049011230469,468.45001220703125,473.20001220703125,464.5,465.6499938964844,14026797
2024-09-02,413.1670837402344,463.25,473.6499938964844,461.0,472.70001220703125,11933834
2024-09-03,414.3265380859375,464.54998779296875,473.25,462.1000061035156,473.0,23319237
2024-09-04,409.688720703125,459.3500061035156,462.95001220703125,455.0,460.45001220703125,15530065
2024-09-05,416.2441101074219,466.70001220703125,469.45001220703125,462.1499938964844,463.5,12242972
2024-09-06,410.0901184082031,459.79998779296875,470.3500061035156,457.20001220703125,467.8999938964844,17832425
2024-09-09,410.4914245605469,460.25,461.3999938964844,451.54998779296875,460.95001220703125,14042464
2024-09-10,410.2583312988281,440.0,444.0,436.95001220703125,439.79998779296875,13192375
2024-09-11,397.0181579589844,425.79998779296875,440.45001220703125,424.54998779296875,440.0,13394230
2024-09-12,411.84344482421875,441.70001220703125,443.54998779296875,428.79998779296875,430.04998779296875,13025897
2024-09-13,423.3586120605469,454.04998779296875,456.3999938964844,444.5,444.8999938964844,15909513
2024-09-16,416.1324768066406,446.29998779296875,471.0,444.3999938964844,458.0,34590598
2024-09-17,419.3958740234375,449.79998779296875,454.25,447.04998779296875,450.70001220703125,11644008
2024-09-18,417.9972839355469,448.29998779296875,451.0,445.6499938964844,450.79998779296875,5180919
2024-09-19,419.34930419921875,449.75,453.29998779296875,437.0,451.0,7777695
2024-09-20,419.5357666015625,449.95001220703125,458.45001220703125,448.6499938964844,452.0,17249829
2024-09-23,422.4728698730469,453.1000061035156,456.25,450.04998779296875,453.0,5177341
2024-09-24,438.4169921875,470.20001220703125,473.5,456.0,456.29998779296875,28418267
2024-09-25,447.4146728515625,479.8500061035156,486.0,473.79998779296875,478.0,24495683
2024-09-26,467.8343505859375,501.75,504.8999938964844,477.0,484.54998779296875,42980530
2024-09-27,478.32391357421875,513.0,515.9000244140625,506.0,506.0,24451210
2024-09-30,477.99761962890625,512.6500244140625,523.6500244140625,508.5,519.0,19027211
2024-10-01,481.2610168457031,516.1500244140625,521.3499755859375,506.1499938964844,510.29998779296875,14071685
2024-10-03,477.1584167480469,511.75,520.5,509.0,513.0,13155901
2024-10-04,474.3146057128906,508.70001220703125,515.9500122070312,501.1499938964844,514.0,12088199
2024-10-07,466.4823913574219,500.29998779296875,513.7999877929688,491.3500061035156,512.9000244140625,15751180
2024-10-08,463.82501220703125,497.45001220703125,503.70001220703125,484.6000061035156,500.29998779296875,13145961
2024-10-09,462.7061462402344,496.25,502.5,489.1499938964844,499.0,11444008
2024-10-10,459.2096252441406,492.5,499.3999938964844,487.54998779296875,488.0,9613583
2024-10-11,463.8716125488281,497.5,503.5,494.3999938964844,496.1000061035156,8286066
2024-10-14,465.41009521484375,499.1499938964844,507.04998779296875,494.25,500.0,7263419
2024-10-15,456.7387390136719,489.8500061035156,500.95001220703125,486.3999938964844,500.0,7413480
2024-10-16,453.8016662597656,486.70001220703125,496.5,485.8500061035156,490.04998779296875,7989101
2024-10-17,440.2351379394531,472.1499938964844,492.6000061035156,471.1499938964844,489.1499938964844,12114419
2024-10-18,448.3470764160156,480.8500061035156,483.6499938964844,464.0,472.6499938964844,10334732
2024-10-21,442.89251708984375,475.0,489.5,474.0,484.5,5567492
2024-10-22,429.605712890625,460.75,478.6499938964844,458.54998779296875,476.0,7805984
2024-10-23,431.70367431640625,463.0,470.79998779296875,454.1000061035156,460.0,9830637
2024-10-24,437.3446960449219,469.04998779296875,472.29998779296875,456.25,463.0,7269166
2024-10-25,424.61737060546875,455.3999938964844,472.25,449.04998779296875,471.70001220703125,11660475
2024-10-28,437.43792724609375,469.1499938964844,471.75,455.3999938964844,458.0,6637174
2024-10-29,440.3750305175781,472.29998779296875,473.8999938964844,458.95001220703125,470.0,6379918
2024-10-30,436.83184814453125,468.5,474.45001220703125,467.04998779296875,470.8500061035156,5903663
2024-10-31,432.6826477050781,464.04998779296875,469.79998779296875,460.0,468.0,6616282
2024-11-01,435.7596435546875,467.3500061035156,469.0,465.0,465.0,995005
2024-11-04,427.78753662109375,458.79998779296875,468.8999938964844,452.70001220703125,468.79998779296875,5030700
2024-11-05,438.04400634765625,469.79998779296875,471.29998779296875,457.29998779296875,459.0,5654407
2024-11-06,441.9601135253906,474.0,476.45001220703125,461.29998779296875,472.6000061035156,8641368
2024-11-07,426.9483642578125,457.8999938964844,475.0,451.3999938964844,474.0,16220004
2024-11-08,426.9483642578125,457.8999938964844,467.79998779296875,453.3500061035156,461.0,13143777
2024-11-11,425.3633117675781,456.20001220703125,461.8999938964844,453.1000061035156,460.5,7271375
2024-11-12,414.687255859375,444.75,458.8500061035156,443.04998779296875,456.20001220703125,8421968
2024-11-13,405.3631896972656,434.75,445.3999938964844,432.29998779296875,444.0,7960930
2024-11-14,404.1044616699219,433.3999938964844,439.8999938964844,430.25,435.0,7028180
2024-11-18,417.2513427734375,447.5,459.3999938964844,439.04998779296875,444.3500061035156,13385897
2024-11-19,413.568359375,443.54998779296875,451.5,441.1499938964844,449.0,5930593
2024-11-21,412.86907958984375,442.79998779296875,445.75,437.04998779296875,442.0,6484933
2024-11-22,415.2467041015625,445.3500061035156,447.75,441.29998779296875,443.75,6859041
2024-11-25,413.80145263671875,443.79998779296875,453.79998779296875,442.75,452.0,12634711
2024-11-26,418.09051513671875,448.3999938964844,453.20001220703125,443.04998779296875,445.0,6483177
2024-11-27,415.666259765625,445.79998779296875,451.54998779296875,444.20001220703125,451.3999938964844,6120311
2024-11-28,421.3073425292969,451.8500061035156,456.3500061035156,448.8999938964844,452.0,10793434
2024-11-29,422.8457946777344,453.5,457.79998779296875,449.04998779296875,452.3999938964844,6826623
2024-12-02,429.41925048828125,460.54998779296875,461.20001220703125,453.0,453.5,5709168
2024-12-03,436.6920166015625,468.3500061035156,469.29998779296875,461.0,464.5,5333303
2024-12-04,436.7386169433594,468.3999938964844,471.8999938964844,464.1000061035156,469.95001220703125,4980949
2024-12-05,440.5615234375,472.5,474.3999938964844,467.04998779296875,469.8999938964844,7267698
2024-12-06,467.5080261230469,501.3999938964844,505.54998779296875,472.79998779296875,475.0,25827648
2024-12-09,463.4520568847656,497.04998779296875,501.70001220703125,488.79998779296875,499.95001220703125,11524481
2024-12-10,466.4357604980469,500.25,504.8999938964844,493.3999938964844,498.45001220703125,10316327
2024-12-11,479.5826721191406,514.3499755859375,525.0,498.5,499.0,32419915
2024-12-12,486.715576171875,522.0,526.5999755859375,516.0,519.0,20273326
2024-12-13,484.38458251953125,519.5,521.2000122070312,506.70001220703125,520.5,10678273
2024-12-16,478.7435302734375,513.4500122070312,526.9500122070312,510.0,522.0,13821306
2024-12-17,469.1863708496094,503.20001220703125,515.0,499.3500061035156,513.4500122070312,12711460
2024-12-18,463.17236328125,496.75,507.8500061035156,495.25,503.0,6546985
2024-12-19,459.0231018066406,492.29998779296875,493.5,476.54998779296875,482.25,9500042
2024-12-20,444.99041748046875,477.25,494.5,475.0,492.25,13786961
2024-12-23,441.2142028808594,473.20001220703125,484.5,468.5,480.45001220703125,9725884
2024-12-24,438.74560546875,462.1000061035156,466.79998779296875,457.5,465.70001220703125,8942361
2024-12-26,437.1789855957031,460.45001220703125,464.79998779296875,453.8999938964844,462.79998779296875,5351568
2024-12-27,428.3015441894531,451.1000061035156,463.1000061035156,450.20001220703125,461.1000061035156,4487792
2024-12-30,417.4302062988281,439.6499938964844,452.8999938964844,437.25,451.1499938964844,18171489
2024-12-31,421.98760986328125,444.45001220703125,446.5,438.04998779296875,439.0,7109627
2025-01-01,421.98760986328125,444.45001220703125,447.45001220703125,438.79998779296875,444.75,5403126
2025-01-02,427.019775390625,449.75,451.8500061035156,442.25,444.54998779296875,7704338
2025-01-03,435.0901794433594,458.25,465.5,449.1000061035156,450.5,8814796
2025-01-06,419.9462890625,442.29998779296875,459.79998779296875,441.0,459.79998779296875,7485474
2025-01-07,425.5955810546875,448.25,454.5,443.0,443.0,5869461
2025-01-08,423.83905029296875,446.3999938964844,449.45001220703125,441.0,448.25,4953341
2025-01-09,416.7181091308594,438.8999938964844,448.04998779296875,437.1000061035156,447.0,4870742
2025-01-10,410.30926513671875,432.1499938964844,439.75,426.3999938964844,438.8999938964844,6250604
2025-01-13,392.791748046875,413.70001220703125,428.79998779296875,412.0,428.20001220703125,8467239
2025-01-14,408.83758544921875,430.6000061035156,433.54998779296875,412.6000061035156,413.70001220703125,8727736
2025-01-15,413.2525634765625,435.25,442.5,430.45001220703125,435.04998779296875,4794795
2025-01-16,427.1147155761719,449.8500061035156,452.79998779296875,438.0,439.0,6641373
2025-01-17,431.1024169921875,454.04998779296875,458.25,448.04998779296875,452.0,5594080
